mean_y_pct,diff_y_pct
6.09481615,-0.8473350999999996
2.9424118,0.5043829999999998
4.1361585,-0.4392115999999997
2.95482625,0.3260685000000003
16.421114199999998,-0.20737579999999767
3.25578035,-0.2506317
3.52720975,1.1833115000000003
7.6870313,-0.11373440000000024
8.34253195,-0.12446849999999898
3.3980419,1.3988060000000004
8.227695950000001,0.7331479000000005
7.47061665,-0.13859829999999906
3.2125179,-0.1620550000000005
4.712365650000001,0.9038589000000004
3.7464240999999996,0.8634594
8.006838349999999,0.46495909999999974
4.4851185000000005,-0.22393720000000084
5.12975985,0.9444312999999998
